"Measure","Sex","Year","Decile","Rate","Lower CI","Upper CI","Deaths"
"Preventable mortality","Female","2019","9","71.099999999999994","58.5","83.8","124.5"
"Preventable mortality","Female","2019","10","61.5","49.7","73.400000000000006","105.5"
"Preventable mortality","Female","2020","1","279.5","249.3","309.7","332"
"Preventable mortality","Female","2020","2","217.6","192.5","242.6","291"
"Preventable mortality","Female","2020","3","172.5","150.9","194.2","246"
"Preventable mortality","Female","2020","4","152.19999999999999","132.4","172","229"
"Preventable mortality","Female","2020","5","134.4","116.1","152.80000000000001","210"
"Preventable mortality","Female","2020","6","109","93.1","124.9","183.5"
"Preventable mortality","Female","2020","7","95.9","81.3","110.4","169.5"
"Preventable mortality","Female","2020","8","106.3","90.6","122","180.5"
"Preventable mortality","Female","2020","9","83.2","69.3","97.1","141.5"
"Preventable mortality","Female","2020","10","74.2","61","87.4","124.5"
"Preventable mortality","Female","2020 (excluding COVID-19)","1","215.3","188.8","241.7","257"
"Preventable mortality","Female","2020 (excluding COVID-19)","2","173.2","150.9","195.6","232"
"Preventable mortality","Female","2020 (excluding COVID-19)","3","136.1","116.8","155.30000000000001","193"
"Preventable mortality","Female","2020 (excluding COVID-19)","4","128.30000000000001","110.1","146.4","193"
"Preventable mortality","Female","2020 (excluding COVID-19)","5","112.7","95.9","129.5","176"
"Preventable mortality","Female","2020 (excluding COVID-19)","6","92.2","77.5","106.9","153.5"
"Preventable mortality","Female","2020 (excluding COVID-19)","7","79.900000000000006","66.599999999999994","93.3","140.5"
"Preventable mortality","Female","2020 (excluding COVID-19)","8","86.6","72.3","100.8","145.5"
"Preventable mortality","Female","2020 (excluding COVID-19)","9","71","58.1","83.8","120.5"
"Preventable mortality","Female","2020 (excluding COVID-19)","10","56.7","45.8","69.5","95.5"
